Acronym,Name,Hemisphere ID
Left: CEAm,"Central amygdalar nucleus, medial part",3
Right: CEAm,"Central amygdalar nucleus, medial part",3
Left: IA,Intercalated amygdalar nucleus,3
Right: IA,Intercalated amygdalar nucleus,3
Left: MEAad,"Medial amygdalar nucleus, anterodorsal part",3
Right: MEAad,"Medial amygdalar nucleus, anterodorsal part",3
Left: MEAav,"Medial amygdalar nucleus, anteroventral part",3
Right: MEAav,"Medial amygdalar nucleus, anteroventral part",3
Left: MEApd-a,"Medial amygdalar nucleus, posterodorsal part, sublayer a",3
Right: MEApd-a,"Medial amygdalar nucleus, posterodorsal part, sublayer a",3
Left: MEApd-b,"Medial amygdalar nucleus, posterodorsal part, sublayer b",3
Right: MEApd-b,"Medial amygdalar nucleus, posterodorsal part, sublayer b",3
Left: MEApd-c,"Medial amygdalar nucleus, posterodorsal part, sublayer c",3
Right: MEApd-c,"Medial amygdalar nucleus, posterodorsal part, sublayer c",3
Left: MEApv,"Medial amygdalar nucleus, posteroventral part",3
Right: MEApv,"Medial amygdalar nucleus, posteroventral part",3
Left: GPe,"Globus pallidus, external segment",3
Right: GPe,"Globus pallidus, external segment",3
Left: GPi,"Globus pallidus, internal segment",3
Right: GPi,"Globus pallidus, internal segment",3
Left: SI,Substantia innominata,3
Right: SI,Substantia innominata,3
Left: MA,Magnocellular nucleus,3
Right: MA,Magnocellular nucleus,3
Left: MS,Medial septal nucleus,3
Right: MS,Medial septal nucleus,3
Left: NDB,Diagonal band nucleus,3
Right: NDB,Diagonal band nucleus,3
Left: TRS,Triangular nucleus of septum,3
Right: TRS,Triangular nucleus of septum,3
Left: BSTal,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",3
Right: BSTal,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",3
Left: BSTam,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",3
Right: BSTam,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",3
Left: BSTdm,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",3
Right: BSTdm,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",3
Left: BSTfu,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",3
Right: BSTfu,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",3
Left: BSTju,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",3
Right: BSTju,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",3
Left: BSTmg,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",3
Right: BSTmg,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",3
Left: BSTov,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",3
Right: BSTov,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",3
Left: BSTrh,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",3
Right: BSTrh,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",3
Left: BSTv,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",3
Right: BSTv,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",3
Left: BSTd,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",3
Right: BSTd,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",3
Left: BSTpr,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",3
Right: BSTpr,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",3
Left: BSTif,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",3
Right: BSTif,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",3
Left: BSTtr,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",3
Right: BSTtr,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",3
Left: BSTse,"Bed nuclei of the stria terminalis, posterior division, strial extension",3
Right: BSTse,"Bed nuclei of the stria terminalis, posterior division, strial extension",3
Left: BAC,Bed nucleus of the anterior commissure,3
Right: BAC,Bed nucleus of the anterior commissure,3
Left: VAL,Ventral anterior-lateral complex of the thalamus,3
Right: VAL,Ventral anterior-lateral complex of the thalamus,3
Left: VM,Ventral medial nucleus of the thalamus,3
Right: VM,Ventral medial nucleus of the thalamus,3
Left: VPL,Ventral posterolateral nucleus of the thalamus,3
Right: VPL,Ventral posterolateral nucleus of the thalamus,3
Left: VPLpc,"Ventral posterolateral nucleus of the thalamus, parvicellular part",3
Right: VPLpc,"Ventral posterolateral nucleus of the thalamus, parvicellular part",3
Left: VPM,Ventral posteromedial nucleus of the thalamus,3
Right: VPM,Ventral posteromedial nucleus of the thalamus,3
Left: VPMpc,"Ventral posteromedial nucleus of the thalamus, parvicellular part",3
Right: VPMpc,"Ventral posteromedial nucleus of the thalamus, parvicellular part",3
Left: PoT,Posterior triangular thalamic nucleus,3
Right: PoT,Posterior triangular thalamic nucleus,3
Left: SPFm,"Subparafascicular nucleus, magnocellular part",3
Right: SPFm,"Subparafascicular nucleus, magnocellular part",3
Left: SPFp,"Subparafascicular nucleus, parvicellular part",3
Right: SPFp,"Subparafascicular nucleus, parvicellular part",3
Left: SPA,Subparafascicular area,3
Right: SPA,Subparafascicular area,3
Left: PP,Peripeduncular nucleus,3
Right: PP,Peripeduncular nucleus,3
Left: MGd,"Medial geniculate complex, dorsal part",3
Right: MGd,"Medial geniculate complex, dorsal part",3
Left: MGv,"Medial geniculate complex, ventral part",3
Right: MGv,"Medial geniculate complex, ventral part",3
Left: MGm,"Medial geniculate complex, medial part",3
Right: MGm,"Medial geniculate complex, medial part",3
Left: LGd-sh,"Dorsal part of the lateral geniculate complex, shell",3
Right: LGd-sh,"Dorsal part of the lateral geniculate complex, shell",3
Left: LGd-co,"Dorsal part of the lateral geniculate complex, core",3
Right: LGd-co,"Dorsal part of the lateral geniculate complex, core",3
Left: LGd-ip,"Dorsal part of the lateral geniculate complex, ipsilateral zone",3
Right: LGd-ip,"Dorsal part of the lateral geniculate complex, ipsilateral zone",3
Left: LP,Lateral posterior nucleus of the thalamus,3
Right: LP,Lateral posterior nucleus of the thalamus,3
Left: PO,Posterior complex of the thalamus,3
Right: PO,Posterior complex of the thalamus,3
Left: POL,Posterior limiting nucleus of the thalamus,3
Right: POL,Posterior limiting nucleus of the thalamus,3
Left: SGN,Suprageniculate nucleus,3
Right: SGN,Suprageniculate nucleus,3
Left: Eth,Ethmoid nucleus of the thalamus,3
Right: Eth,Ethmoid nucleus of the thalamus,3
Left: REth,Retroethmoid nucleus,3
Right: REth,Retroethmoid nucleus,3
Left: AV,Anteroventral nucleus of thalamus,3
Right: AV,Anteroventral nucleus of thalamus,3
Left: AMd,"Anteromedial nucleus, dorsal part",3
Right: AMd,"Anteromedial nucleus, dorsal part",3
Left: AMv,"Anteromedial nucleus, ventral part",3
Right: AMv,"Anteromedial nucleus, ventral part",3
Left: AD,Anterodorsal nucleus,3
Right: AD,Anterodorsal nucleus,3
Left: IAM,Interanteromedial nucleus of the thalamus,3
Right: IAM,Interanteromedial nucleus of the thalamus,3
Left: IAD,Interanterodorsal nucleus of the thalamus,3
Right: IAD,Interanterodorsal nucleus of the thalamus,3
Left: LD,Lateral dorsal nucleus of thalamus,3
Right: LD,Lateral dorsal nucleus of thalamus,3
Left: IMD,Intermediodorsal nucleus of the thalamus,3
Right: IMD,Intermediodorsal nucleus of the thalamus,3
Left: MDc,"Mediodorsal nucleus of the thalamus, central part",3
Right: MDc,"Mediodorsal nucleus of the thalamus, central part",3
Left: MDl,"Mediodorsal nucleus of the thalamus, lateral part",3
Right: MDl,"Mediodorsal nucleus of the thalamus, lateral part",3
Left: MDm,"Mediodorsal nucleus of the thalamus, medial part",3
Right: MDm,"Mediodorsal nucleus of the thalamus, medial part",3
Left: SMT,Submedial nucleus of the thalamus,3
Right: SMT,Submedial nucleus of the thalamus,3
Left: PR,Perireunensis nucleus,3
Right: PR,Perireunensis nucleus,3
Left: PVT,Paraventricular nucleus of the thalamus,3
Right: PVT,Paraventricular nucleus of the thalamus,3
Left: PT,Parataenial nucleus,3
Right: PT,Parataenial nucleus,3
Left: RE,Nucleus of reuniens,3
Right: RE,Nucleus of reuniens,3
Left: Xi,Xiphoid thalamic nucleus,3
Right: Xi,Xiphoid thalamic nucleus,3
Left: RH,Rhomboid nucleus,3
Right: RH,Rhomboid nucleus,3
Left: CM,Central medial nucleus of the thalamus,3
Right: CM,Central medial nucleus of the thalamus,3
Left: PCN,Paracentral nucleus,3
Right: PCN,Paracentral nucleus,3
Left: CL,Central lateral nucleus of the thalamus,3
Right: CL,Central lateral nucleus of the thalamus,3
Left: PF,Parafascicular nucleus,3
Right: PF,Parafascicular nucleus,3
Left: PIL,Posterior intralaminar thalamic nucleus,3
Right: PIL,Posterior intralaminar thalamic nucleus,3
Left: RT,Reticular nucleus of the thalamus,3
Right: RT,Reticular nucleus of the thalamus,3
Left: IGL,Intergeniculate leaflet of the lateral geniculate complex,3
Right: IGL,Intergeniculate leaflet of the lateral geniculate complex,3
Left: IntG,Intermediate geniculate nucleus,3
Right: IntG,Intermediate geniculate nucleus,3
Left: LGvl,"Ventral part of the lateral geniculate complex, lateral zone",3
Right: LGvl,"Ventral part of the lateral geniculate complex, lateral zone",3
Left: LGvm,"Ventral part of the lateral geniculate complex, medial zone",3
Right: LGvm,"Ventral part of the lateral geniculate complex, medial zone",3
Left: SubG,Subgeniculate nucleus,3
Right: SubG,Subgeniculate nucleus,3
Left: MH,Medial habenula,3
Right: MH,Medial habenula,3
Left: LH,Lateral habenula,3
Right: LH,Lateral habenula,3
Left: PIN,Pineal body,3
Right: PIN,Pineal body,3
Left: SO,Supraoptic nucleus,3
Right: SO,Supraoptic nucleus,3
Left: NC,Nucleus circularis,3
Right: NC,Nucleus circularis,3
Left: PVHam,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",3
Right: PVHam,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",3
Left: PVHmm,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",3
Right: PVHmm,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",3
Left: PVHpml,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",3
Right: PVHpml,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",3
Left: PVHpmm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",3
Right: PVHpmm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",3
Left: PVHap,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",3
Right: PVHap,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",3
Left: PVHmpd,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",3
Right: PVHmpd,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",3
Left: PVHpv,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",3
Right: PVHpv,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",3
Left: PVa,"Periventricular hypothalamic nucleus, anterior part",3
Right: PVa,"Periventricular hypothalamic nucleus, anterior part",3
Left: PVi,"Periventricular hypothalamic nucleus, intermediate part",3
Right: PVi,"Periventricular hypothalamic nucleus, intermediate part",3
Left: ARH,Arcuate hypothalamic nucleus,3
Right: ARH,Arcuate hypothalamic nucleus,3
Left: ADP,Anterodorsal preoptic nucleus,3
Right: ADP,Anterodorsal preoptic nucleus,3
Left: AHA,Anterior hypothalamic area,3
Right: AHA,Anterior hypothalamic area,3
Left: AVP,Anteroventral preoptic nucleus,3
Right: AVP,Anteroventral preoptic nucleus,3
Left: AVPV,Anteroventral periventricular nucleus,3
Right: AVPV,Anteroventral periventricular nucleus,3
Left: DMHa,"Dorsomedial nucleus of the hypothalamus, anterior part",3
Right: DMHa,"Dorsomedial nucleus of the hypothalamus, anterior part",3
Left: DMHp,"Dorsomedial nucleus of the hypothalamus, posterior part",3
Right: DMHp,"Dorsomedial nucleus of the hypothalamus, posterior part",3
Left: DMHv,"Dorsomedial nucleus of the hypothalamus, ventral part",3
Right: DMHv,"Dorsomedial nucleus of the hypothalamus, ventral part",3
Left: MEPO,Median preoptic nucleus,3
Right: MEPO,Median preoptic nucleus,3
Left: MPO,Medial preoptic area,3
Right: MPO,Medial preoptic area,3
Left: OV,Vascular organ of the lamina terminalis,3
Right: OV,Vascular organ of the lamina terminalis,3
Left: PD,Posterodorsal preoptic nucleus,3
Right: PD,Posterodorsal preoptic nucleus,3
Left: PS,Parastrial nucleus,3
Right: PS,Parastrial nucleus,3
Left: PSCH,Suprachiasmatic preoptic nucleus,3
Right: PSCH,Suprachiasmatic preoptic nucleus,3
Left: PVp,"Periventricular hypothalamic nucleus, posterior part",3
Right: PVp,"Periventricular hypothalamic nucleus, posterior part",3
Left: PVpo,"Periventricular hypothalamic nucleus, preoptic part",3
Right: PVpo,"Periventricular hypothalamic nucleus, preoptic part",3
Left: SBPV,Subparaventricular zone,3
Right: SBPV,Subparaventricular zone,3
Left: SCH,Suprachiasmatic nucleus,3
Right: SCH,Suprachiasmatic nucleus,3
Left: SFO,Subfornical organ,3
Right: SFO,Subfornical organ,3
Left: VMPO,Ventromedial preoptic nucleus,3
Right: VMPO,Ventromedial preoptic nucleus,3
Left: VLPO,Ventrolateral preoptic nucleus,3
Right: VLPO,Ventrolateral preoptic nucleus,3
Left: AHNa,"Anterior hypothalamic nucleus, anterior part",3
Right: AHNa,"Anterior hypothalamic nucleus, anterior part",3
Left: AHNc,"Anterior hypothalamic nucleus, central part",3
Right: AHNc,"Anterior hypothalamic nucleus, central part",3
Left: AHNd,"Anterior hypothalamic nucleus, dorsal part",3
Right: AHNd,"Anterior hypothalamic nucleus, dorsal part",3
Left: AHNp,"Anterior hypothalamic nucleus, posterior part",3
Right: AHNp,"Anterior hypothalamic nucleus, posterior part",3
Left: LM,Lateral mammillary nucleus,3
Right: LM,Lateral mammillary nucleus,3
Left: MMme,"Medial mammillary nucleus, median part",3
Right: MMme,"Medial mammillary nucleus, median part",3
Left: MMl,"Medial mammillary nucleus, lateral part",3
Right: MMl,"Medial mammillary nucleus, lateral part",3
Left: MMm,"Medial mammillary nucleus, medial part",3
Right: MMm,"Medial mammillary nucleus, medial part",3
Left: MMp,"Medial mammillary nucleus, posterior part",3
Right: MMp,"Medial mammillary nucleus, posterior part",3
Left: MMd,"Medial mammillary nucleus, dorsal part",3
Right: MMd,"Medial mammillary nucleus, dorsal part",3
Left: SUMl,"Supramammillary nucleus, lateral part",3
Right: SUMl,"Supramammillary nucleus, lateral part",3
Left: SUMm,"Supramammillary nucleus, medial part",3
Right: SUMm,"Supramammillary nucleus, medial part",3
Left: TMd,"Tuberomammillary nucleus, dorsal part",3
Right: TMd,"Tuberomammillary nucleus, dorsal part",3
Left: TMv,"Tuberomammillary nucleus, ventral part",3
Right: TMv,"Tuberomammillary nucleus, ventral part",3
Left: MPNc,"Medial preoptic nucleus, central part",3
Right: MPNc,"Medial preoptic nucleus, central part",3
Left: MPNl,"Medial preoptic nucleus, lateral part",3
Right: MPNl,"Medial preoptic nucleus, lateral part",3
Left: MPNm,"Medial preoptic nucleus, medial part",3
Right: MPNm,"Medial preoptic nucleus, medial part",3
Left: PMd,Dorsal premammillary nucleus,3
Right: PMd,Dorsal premammillary nucleus,3
Left: PMv,Ventral premammillary nucleus,3
Right: PMv,Ventral premammillary nucleus,3
Left: PVHdp,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",3
Right: PVHdp,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",3
Left: PVHf,"Paraventricular hypothalamic nucleus, descending division, forniceal part",3
Right: PVHf,"Paraventricular hypothalamic nucleus, descending division, forniceal part",3
Left: PVHlp,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",3
Right: PVHlp,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",3
Left: PVHmpv,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",3
Right: PVHmpv,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",3
Left: VMHa,"Ventromedial hypothalamic nucleus, anterior part",3
Right: VMHa,"Ventromedial hypothalamic nucleus, anterior part",3
Left: VMHc,"Ventromedial hypothalamic nucleus, central part",3
Right: VMHc,"Ventromedial hypothalamic nucleus, central part",3
Left: VMHdm,"Ventromedial hypothalamic nucleus, dorsomedial part",3
Right: VMHdm,"Ventromedial hypothalamic nucleus, dorsomedial part",3
Left: VMHvl,"Ventromedial hypothalamic nucleus, ventrolateral part",3
Right: VMHvl,"Ventromedial hypothalamic nucleus, ventrolateral part",3
Left: PH,Posterior hypothalamic nucleus,3
Right: PH,Posterior hypothalamic nucleus,3
Left: LHA,Lateral hypothalamic area,3
Right: LHA,Lateral hypothalamic area,3
Left: LPO,Lateral preoptic area,3
Right: LPO,Lateral preoptic area,3
Left: PST,Preparasubthalamic nucleus,3
Right: PST,Preparasubthalamic nucleus,3
Left: PSTN,Parasubthalamic nucleus,3
Right: PSTN,Parasubthalamic nucleus,3
Left: PeF,Perifornical nucleus,3
Right: PeF,Perifornical nucleus,3
Left: RCH,Retrochiasmatic area,3
Right: RCH,Retrochiasmatic area,3
Left: STN,Subthalamic nucleus,3
Right: STN,Subthalamic nucleus,3
Left: TU,Tuberal nucleus,3
Right: TU,Tuberal nucleus,3
Left: A13,Dopaminergic A13 group,3
Right: A13,Dopaminergic A13 group,3
Left: FF,Fields of Forel,3
Right: FF,Fields of Forel,3
Left: ME,Median eminence,3
Right: ME,Median eminence,3
Left: SCop,"Superior colliculus, optic layer",3
Right: SCop,"Superior colliculus, optic layer",3
Left: SCsg,"Superior colliculus, superficial gray layer",3
Right: SCsg,"Superior colliculus, superficial gray layer",3
Left: SCzo,"Superior colliculus, zonal layer",3
Right: SCzo,"Superior colliculus, zonal layer",3
Left: ICc,"Inferior colliculus, central nucleus",3
Right: ICc,"Inferior colliculus, central nucleus",3
Left: ICd,"Inferior colliculus, dorsal nucleus",3
Right: ICd,"Inferior colliculus, dorsal nucleus",3
Left: ICe,"Inferior colliculus, external nucleus",3
Right: ICe,"Inferior colliculus, external nucleus",3
Left: NB,Nucleus of the brachium of the inferior colliculus,3
Right: NB,Nucleus of the brachium of the inferior colliculus,3
Left: SAG,Nucleus sagulum,3
Right: SAG,Nucleus sagulum,3
Left: PBG,Parabigeminal nucleus,3
Right: PBG,Parabigeminal nucleus,3
Left: MEV,Midbrain trigeminal nucleus,3
Right: MEV,Midbrain trigeminal nucleus,3
Left: SCO,Subcommissural organ,3
Right: SCO,Subcommissural organ,3
Left: SNr,"Substantia nigra, reticular part",3
Right: SNr,"Substantia nigra, reticular part",3
Left: VTA,Ventral tegmental area,3
Right: VTA,Ventral tegmental area,3
Left: PN,Paranigral nucleus,3
Right: PN,Paranigral nucleus,3
Left: RR,"Midbrain reticular nucleus, retrorubral area",3
Right: RR,"Midbrain reticular nucleus, retrorubral area",3
Left: MRNm,"Midbrain reticular nucleus, magnocellular part",3
Right: MRNm,"Midbrain reticular nucleus, magnocellular part",3
Left: MRNmg,"Midbrain reticular nucleus, magnocellular part, general",3
Right: MRNmg,"Midbrain reticular nucleus, magnocellular part, general",3
Left: MRNp,"Midbrain reticular nucleus, parvicellular part",3
Right: MRNp,"Midbrain reticular nucleus, parvicellular part",3
Left: SCdg,"Superior colliculus, motor related, deep gray layer",3
Right: SCdg,"Superior colliculus, motor related, deep gray layer",3
Left: SCdw,"Superior colliculus, motor related, deep white layer",3
Right: SCdw,"Superior colliculus, motor related, deep white layer",3
Left: SCiw,"Superior colliculus, motor related, intermediate white layer",3
Right: SCiw,"Superior colliculus, motor related, intermediate white layer",3
Left: SCig-a,"Superior colliculus, motor related, intermediate gray layer, sublayer a",3
Right: SCig-a,"Superior colliculus, motor related, intermediate gray layer, sublayer a",3
Left: SCig-b,"Superior colliculus, motor related, intermediate gray layer, sublayer b",3
Right: SCig-b,"Superior colliculus, motor related, intermediate gray layer, sublayer b",3
Left: SCig-c,"Superior colliculus, motor related, intermediate gray layer, sublayer c",3
Right: SCig-c,"Superior colliculus, motor related, intermediate gray layer, sublayer c",3
Left: PRC,Precommissural nucleus,3
Right: PRC,Precommissural nucleus,3
Left: INC,Interstitial nucleus of Cajal,3
Right: INC,Interstitial nucleus of Cajal,3
Left: ND,Nucleus of Darkschewitsch,3
Right: ND,Nucleus of Darkschewitsch,3
Left: Su3,Supraoculomotor periaqueductal gray,3
Right: Su3,Supraoculomotor periaqueductal gray,3
Left: APN,Anterior pretectal nucleus,3
Right: APN,Anterior pretectal nucleus,3
Left: MPT,Medial pretectal area,3
Right: MPT,Medial pretectal area,3
Left: NOT,Nucleus of the optic tract,3
Right: NOT,Nucleus of the optic tract,3
Left: NPC,Nucleus of the posterior commissure,3
Right: NPC,Nucleus of the posterior commissure,3
Left: OP,Olivary pretectal nucleus,3
Right: OP,Olivary pretectal nucleus,3
Left: PPT,Posterior pretectal nucleus,3
Right: PPT,Posterior pretectal nucleus,3
Left: RPF,Retroparafascicular nucleus,3
Right: RPF,Retroparafascicular nucleus,3
Left: InCo,Intercollicular nucleus,3
Right: InCo,Intercollicular nucleus,3
Left: CUN,Cuneiform nucleus,3
Right: CUN,Cuneiform nucleus,3
Left: RN,Red nucleus,3
Right: RN,Red nucleus,3
Left: III,Oculomotor nucleus,3
Right: III,Oculomotor nucleus,3
Left: MA3,Medial accesory oculomotor nucleus,3
Right: MA3,Medial accesory oculomotor nucleus,3
Left: EW,Edinger-Westphal nucleus,3
Right: EW,Edinger-Westphal nucleus,3
Left: IV,Trochlear nucleus,3
Right: IV,Trochlear nucleus,3
Left: Pa4,Paratrochlear nucleus,3
Right: Pa4,Paratrochlear nucleus,3
Left: VTN,Ventral tegmental nucleus,3
Right: VTN,Ventral tegmental nucleus,3
Left: AT,Anterior tegmental nucleus,3
Right: AT,Anterior tegmental nucleus,3
Left: LT,Lateral terminal nucleus of the accessory optic tract,3
Right: LT,Lateral terminal nucleus of the accessory optic tract,3
Left: DT,Dorsal terminal nucleus of the accessory optic tract,3
Right: DT,Dorsal terminal nucleus of the accessory optic tract,3
Left: MT,Medial terminal nucleus of the accessory optic tract,3
Right: MT,Medial terminal nucleus of the accessory optic tract,3
Left: SNl,"Substantia nigra, lateral part",3
Right: SNl,"Substantia nigra, lateral part",3
Left: SNc,"Substantia nigra, compact part",3
Right: SNc,"Substantia nigra, compact part",3
Left: PPN,Pedunculopontine nucleus,3
Right: PPN,Pedunculopontine nucleus,3
Left: IF,Interfascicular nucleus raphe,3
Right: IF,Interfascicular nucleus raphe,3
Left: IPR,"Interpeduncular nucleus, rostral",3
Right: IPR,"Interpeduncular nucleus, rostral",3
Left: IPC,"Interpeduncular nucleus, caudal",3
Right: IPC,"Interpeduncular nucleus, caudal",3
Left: IPA,"Interpeduncular nucleus, apical",3
Right: IPA,"Interpeduncular nucleus, apical",3
Left: IPL,"Interpeduncular nucleus, lateral",3
Right: IPL,"Interpeduncular nucleus, lateral",3
Left: IPI,"Interpeduncular nucleus, intermediate",3
Right: IPI,"Interpeduncular nucleus, intermediate",3
Left: IPDM,"Interpeduncular nucleus, dorsomedial",3
Right: IPDM,"Interpeduncular nucleus, dorsomedial",3
Left: IPDL,"Interpeduncular nucleus, dorsolateral",3
Right: IPDL,"Interpeduncular nucleus, dorsolateral",3
Left: IPRL,"Interpeduncular nucleus, rostrolateral",3
Right: IPRL,"Interpeduncular nucleus, rostrolateral",3
Left: RL,Rostral linear nucleus raphe,3
Right: RL,Rostral linear nucleus raphe,3
Left: CLI,Central linear nucleus raphe,3
Right: CLI,Central linear nucleus raphe,3
Left: DR,Dorsal nucleus raphe,3
Right: DR,Dorsal nucleus raphe,3
Left: NLLd,"Nucleus of the lateral lemniscus, dorsal part",3
Right: NLLd,"Nucleus of the lateral lemniscus, dorsal part",3
Left: NLLh,"Nucleus of the lateral lemniscus, horizontal part",3
Right: NLLh,"Nucleus of the lateral lemniscus, horizontal part",3
Left: NLLv,"Nucleus of the lateral lemniscus, ventral part",3
Right: NLLv,"Nucleus of the lateral lemniscus, ventral part",3
Left: PSV,Principal sensory nucleus of the trigeminal,3
Right: PSV,Principal sensory nucleus of the trigeminal,3
Left: KF,Koelliker-Fuse subnucleus,3
Right: KF,Koelliker-Fuse subnucleus,3
Left: PBlc,"Parabrachial nucleus, lateral division, central lateral part",3
Right: PBlc,"Parabrachial nucleus, lateral division, central lateral part",3
Left: PBld,"Parabrachial nucleus, lateral division, dorsal lateral part",3
Right: PBld,"Parabrachial nucleus, lateral division, dorsal lateral part",3
Left: PBle,"Parabrachial nucleus, lateral division, external lateral part",3
Right: PBle,"Parabrachial nucleus, lateral division, external lateral part",3
Left: PBls,"Parabrachial nucleus, lateral division, superior lateral part",3
Right: PBls,"Parabrachial nucleus, lateral division, superior lateral part",3
Left: PBlv,"Parabrachial nucleus, lateral division, ventral lateral part",3
Right: PBlv,"Parabrachial nucleus, lateral division, ventral lateral part",3
Left: PBme,"Parabrachial nucleus, medial division, external medial part",3
Right: PBme,"Parabrachial nucleus, medial division, external medial part",3
Left: PBmm,"Parabrachial nucleus, medial division, medial medial part",3
Right: PBmm,"Parabrachial nucleus, medial division, medial medial part",3
Left: PBmv,"Parabrachial nucleus, medial division, ventral medial part",3
Right: PBmv,"Parabrachial nucleus, medial division, ventral medial part",3
Left: POR,"Superior olivary complex, periolivary region",3
Right: POR,"Superior olivary complex, periolivary region",3
Left: SOCm,"Superior olivary complex, medial part",3
Right: SOCm,"Superior olivary complex, medial part",3
Left: SOCl,"Superior olivary complex, lateral part",3
Right: SOCl,"Superior olivary complex, lateral part",3
Left: B,Barrington's nucleus,3
Right: B,Barrington's nucleus,3
Left: DTN,Dorsal tegmental nucleus,3
Right: DTN,Dorsal tegmental nucleus,3
Left: LTN,Lateral tegmental nucleus,3
Right: LTN,Lateral tegmental nucleus,3
Left: PDTg,Posterodorsal tegmental nucleus,3
Right: PDTg,Posterodorsal tegmental nucleus,3
Left: PCG,Pontine central gray,3
Right: PCG,Pontine central gray,3
Left: PG,Pontine gray,3
Right: PG,Pontine gray,3
Left: PRNc,"Pontine reticular nucleus, caudal part",3
Right: PRNc,"Pontine reticular nucleus, caudal part",3
Left: PRNv,"Pontine reticular nucleus, ventral part",3
Right: PRNv,"Pontine reticular nucleus, ventral part",3
Left: SG,Supragenual nucleus,3
Right: SG,Supragenual nucleus,3
Left: SSN,Superior salivatory nucleus,3
Right: SSN,Superior salivatory nucleus,3
Left: SUT,Supratrigeminal nucleus,3
Right: SUT,Supratrigeminal nucleus,3
Left: TRN,Tegmental reticular nucleus,3
Right: TRN,Tegmental reticular nucleus,3
Left: V,Motor nucleus of trigeminal,3
Right: V,Motor nucleus of trigeminal,3
Left: P5,Peritrigeminal zone,3
Right: P5,Peritrigeminal zone,3
Left: Acs5,Accessory trigeminal nucleus,3
Right: Acs5,Accessory trigeminal nucleus,3
Left: PC5,Parvicellular motor 5 nucleus,3
Right: PC5,Parvicellular motor 5 nucleus,3
Left: I5,Intertrigeminal nucleus,3
Right: I5,Intertrigeminal nucleus,3
Left: CSl,"Superior central nucleus raphe, lateral part",3
Right: CSl,"Superior central nucleus raphe, lateral part",3
Left: CSm,"Superior central nucleus raphe, medial part",3
Right: CSm,"Superior central nucleus raphe, medial part",3
Left: LC,Locus ceruleus,3
Right: LC,Locus ceruleus,3
Left: LDT,Laterodorsal tegmental nucleus,3
Right: LDT,Laterodorsal tegmental nucleus,3
Left: NI,Nucleus incertus,3
Right: NI,Nucleus incertus,3
Left: PRNr,Pontine reticular nucleus,3
Right: PRNr,Pontine reticular nucleus,3
