Acronym,Name,Hemisphere ID
Right: AIv2/3,"Agranular insular area, ventral part, layer 2/3",3
Left: AIv5,"Agranular insular area, ventral part, layer 5",3
Right: AIv5,"Agranular insular area, ventral part, layer 5",3
Left: AIv6a,"Agranular insular area, ventral part, layer 6a",3
Right: AIv6a,"Agranular insular area, ventral part, layer 6a",3
Left: AIv6b,"Agranular insular area, ventral part, layer 6b",3
Right: AIv6b,"Agranular insular area, ventral part, layer 6b",3
Left: RSPagl1,"Retrosplenial area, lateral agranular part, layer 1",3
Right: RSPagl1,"Retrosplenial area, lateral agranular part, layer 1",3
Left: RSPagl2/3,"Retrosplenial area, lateral agranular part, layer 2/3",3
Right: RSPagl2/3,"Retrosplenial area, lateral agranular part, layer 2/3",3
Left: RSPagl5,"Retrosplenial area, lateral agranular part, layer 5",3
Right: RSPagl5,"Retrosplenial area, lateral agranular part, layer 5",3
Left: RSPagl6a,"Retrosplenial area, lateral agranular part, layer 6a",3
Right: RSPagl6a,"Retrosplenial area, lateral agranular part, layer 6a",3
Left: RSPagl6b,"Retrosplenial area, lateral agranular part, layer 6b",3
Right: RSPagl6b,"Retrosplenial area, lateral agranular part, layer 6b",3
Left: VISmma1,"Mediomedial anterior visual area, layer 1",3
Right: VISmma1,"Mediomedial anterior visual area, layer 1",3
Left: VISmma2/3,"Mediomedial anterior visual area, layer 2/3",3
Right: VISmma2/3,"Mediomedial anterior visual area, layer 2/3",3
Left: VISmma4,"Mediomedial anterior visual area, layer 4",3
Right: VISmma4,"Mediomedial anterior visual area, layer 4",3
Left: VISmma5,"Mediomedial anterior visual area,layer 5",3
Right: VISmma5,"Mediomedial anterior visual area,layer 5",3
Left: VISmma6a,"Mediomedial anterior visual area, layer 6a",3
Right: VISmma6a,"Mediomedial anterior visual area, layer 6a",3
Left: VISmma6b,"Mediomedial anterior visual area, layer 6b",3
Right: VISmma6b,"Mediomedial anterior visual area, layer 6b",3
Left: VISmmp1,"Mediomedial posterior visual area, layer 1",3
Right: VISmmp1,"Mediomedial posterior visual area, layer 1",3
Left: VISmmp2/3,"Mediomedial posterior visual area, layer 2/3",3
Right: VISmmp2/3,"Mediomedial posterior visual area, layer 2/3",3
Left: VISmmp4,"Mediomedial posterior visual area, layer 4",3
Right: VISmmp4,"Mediomedial posterior visual area, layer 4",3
Left: VISmmp5,"Mediomedial posterior visual area,layer 5",3
Right: VISmmp5,"Mediomedial posterior visual area,layer 5",3
Left: VISmmp6a,"Mediomedial posterior visual area, layer 6a",3
Right: VISmmp6a,"Mediomedial posterior visual area, layer 6a",3
Left: VISmmp6b,"Mediomedial posterior visual area, layer 6b",3
Right: VISmmp6b,"Mediomedial posterior visual area, layer 6b",3
Left: VISm1,"Medial visual area, layer 1",3
Right: VISm1,"Medial visual area, layer 1",3
Left: VISm2/3,"Medial visual area, layer 2/3",3
Right: VISm2/3,"Medial visual area, layer 2/3",3
Left: VISm4,"Medial visual area, layer 4",3
Right: VISm4,"Medial visual area, layer 4",3
Left: VISm5,"Medial visual area,layer 5",3
Right: VISm5,"Medial visual area,layer 5",3
Left: VISm6a,"Medial visual area, layer 6a",3
Right: VISm6a,"Medial visual area, layer 6a",3
Left: VISm6b,"Medial visual area, layer 6b",3
Right: VISm6b,"Medial visual area, layer 6b",3
Left: RSPd1,"Retrosplenial area, dorsal part, layer 1",3
Right: RSPd1,"Retrosplenial area, dorsal part, layer 1",3
Left: RSPd2/3,"Retrosplenial area, dorsal part, layer 2/3",3
Right: RSPd2/3,"Retrosplenial area, dorsal part, layer 2/3",3
Left: RSPd4,"Retrosplenial area, dorsal part, layer 4",3
Right: RSPd4,"Retrosplenial area, dorsal part, layer 4",3
Left: RSPd5,"Retrosplenial area, dorsal part, layer 5",3
Right: RSPd5,"Retrosplenial area, dorsal part, layer 5",3
Left: RSPd6a,"Retrosplenial area, dorsal part, layer 6a",3
Right: RSPd6a,"Retrosplenial area, dorsal part, layer 6a",3
Left: RSPd6b,"Retrosplenial area, dorsal part, layer 6b",3
Right: RSPd6b,"Retrosplenial area, dorsal part, layer 6b",3
Left: RSPv1,"Retrosplenial area, ventral part, layer 1",3
Right: RSPv1,"Retrosplenial area, ventral part, layer 1",3
Left: RSPv2,"Retrosplenial area, ventral part, layer 2",3
Right: RSPv2,"Retrosplenial area, ventral part, layer 2",3
Left: RSPv2/3,"Retrosplenial area, ventral part, layer 2/3",3
Right: RSPv2/3,"Retrosplenial area, ventral part, layer 2/3",3
Left: RSPv5,"Retrosplenial area, ventral part, layer 5",3
Right: RSPv5,"Retrosplenial area, ventral part, layer 5",3
Left: RSPv6a,"Retrosplenial area, ventral part, layer 6a",3
Right: RSPv6a,"Retrosplenial area, ventral part, layer 6a",3
Left: RSPv6b,"Retrosplenial area, ventral part, layer 6b",3
Right: RSPv6b,"Retrosplenial area, ventral part, layer 6b",3
Left: PTLp1,"Posterior parietal association areas, layer 1",3
Right: PTLp1,"Posterior parietal association areas, layer 1",3
Left: PTLp2/3,"Posterior parietal association areas, layer 2/3",3
Right: PTLp2/3,"Posterior parietal association areas, layer 2/3",3
Left: PTLp4,"Posterior parietal association areas, layer 4",3
Right: PTLp4,"Posterior parietal association areas, layer 4",3
Left: PTLp5,"Posterior parietal association areas, layer 5",3
Right: PTLp5,"Posterior parietal association areas, layer 5",3
Left: PTLp6a,"Posterior parietal association areas, layer 6a",3
Right: PTLp6a,"Posterior parietal association areas, layer 6a",3
Left: PTLp6b,"Posterior parietal association areas, layer 6b",3
Right: PTLp6b,"Posterior parietal association areas, layer 6b",3
Left: VISa1,"Anterior area, layer 1",3
Right: VISa1,"Anterior area, layer 1",3
Left: VISa2/3,"Anterior area, layer 2/3",3
Right: VISa2/3,"Anterior area, layer 2/3",3
Left: VISa4,"Anterior area, layer 4",3
Right: VISa4,"Anterior area, layer 4",3
Left: VISa5,"Anterior area, layer 5",3
Right: VISa5,"Anterior area, layer 5",3
Left: VISa6a,"Anterior area, layer 6a",3
Right: VISa6a,"Anterior area, layer 6a",3
Left: VISa6b,"Anterior area, layer 6b",3
Right: VISa6b,"Anterior area, layer 6b",3
Left: VISrl1,"Rostrolateral area, layer 1",3
Right: VISrl1,"Rostrolateral area, layer 1",3
Left: VISrl2/3,"Rostrolateral area, layer 2/3",3
Right: VISrl2/3,"Rostrolateral area, layer 2/3",3
Left: VISrl4,"Rostrolateral area, layer 4",3
Right: VISrl4,"Rostrolateral area, layer 4",3
Left: VISrl5,"Rostrolateral area, layer 5",3
Right: VISrl5,"Rostrolateral area, layer 5",3
Left: VISrl6a,"Rostrolateral area, layer 6a",3
Right: VISrl6a,"Rostrolateral area, layer 6a",3
Left: VISrl6b,"Rostrolateral area, layer 6b",3
Right: VISrl6b,"Rostrolateral area, layer 6b",3
Left: TEa1,"Temporal association areas, layer 1",3
Right: TEa1,"Temporal association areas, layer 1",3
Left: TEa2/3,"Temporal association areas, layer 2/3",3
Right: TEa2/3,"Temporal association areas, layer 2/3",3
Left: TEa4,"Temporal association areas, layer 4",3
Right: TEa4,"Temporal association areas, layer 4",3
Left: TEa5,"Temporal association areas, layer 5",3
Right: TEa5,"Temporal association areas, layer 5",3
Left: TEa6a,"Temporal association areas, layer 6a",3
Right: TEa6a,"Temporal association areas, layer 6a",3
Left: TEa6b,"Temporal association areas, layer 6b",3
Right: TEa6b,"Temporal association areas, layer 6b",3
Left: PERI1,"Perirhinal area, layer 1",3
Right: PERI1,"Perirhinal area, layer 1",3
Left: PERI2/3,"Perirhinal area, layer 2/3",3
Right: PERI2/3,"Perirhinal area, layer 2/3",3
Left: PERI5,"Perirhinal area, layer 5",3
Right: PERI5,"Perirhinal area, layer 5",3
Left: PERI6a,"Perirhinal area, layer 6a",3
Right: PERI6a,"Perirhinal area, layer 6a",3
Left: PERI6b,"Perirhinal area, layer 6b",3
Right: PERI6b,"Perirhinal area, layer 6b",3
Left: ECT1,Ectorhinal area/Layer 1,3
Right: ECT1,Ectorhinal area/Layer 1,3
Left: ECT2/3,Ectorhinal area/Layer 2/3,3
Right: ECT2/3,Ectorhinal area/Layer 2/3,3
Left: ECT5,Ectorhinal area/Layer 5,3
Right: ECT5,Ectorhinal area/Layer 5,3
Left: ECT6a,Ectorhinal area/Layer 6a,3
Right: ECT6a,Ectorhinal area/Layer 6a,3
Left: ECT6b,Ectorhinal area/Layer 6b,3
Right: ECT6b,Ectorhinal area/Layer 6b,3
Left: MOBgl,"Main olfactory bulb, glomerular layer",3
Right: MOBgl,"Main olfactory bulb, glomerular layer",3
Left: MOBgr,"Main olfactory bulb, granule layer",3
Right: MOBgr,"Main olfactory bulb, granule layer",3
Left: MOBipl,"Main olfactory bulb, inner plexiform layer",3
Right: MOBipl,"Main olfactory bulb, inner plexiform layer",3
Left: MOBmi,"Main olfactory bulb, mitral layer",3
Right: MOBmi,"Main olfactory bulb, mitral layer",3
Left: MOBopl,"Main olfactory bulb, outer plexiform layer",3
Right: MOBopl,"Main olfactory bulb, outer plexiform layer",3
Left: AOBgl,"Accessory olfactory bulb, glomerular layer",3
Right: AOBgl,"Accessory olfactory bulb, glomerular layer",3
Left: AOBgr,"Accessory olfactory bulb, granular layer",3
Right: AOBgr,"Accessory olfactory bulb, granular layer",3
Left: AOBmi,"Accessory olfactory bulb, mitral layer",3
Right: AOBmi,"Accessory olfactory bulb, mitral layer",3
Left: AONd,"Anterior olfactory nucleus, dorsal part",3
Right: AONd,"Anterior olfactory nucleus, dorsal part",3
Left: AONe,"Anterior olfactory nucleus, external part",3
Right: AONe,"Anterior olfactory nucleus, external part",3
Left: AONl,"Anterior olfactory nucleus, lateral part",3
Right: AONl,"Anterior olfactory nucleus, lateral part",3
Left: AONm,"Anterior olfactory nucleus, medial part",3
Right: AONm,"Anterior olfactory nucleus, medial part",3
Left: AONpv,"Anterior olfactory nucleus, posteroventral part",3
Right: AONpv,"Anterior olfactory nucleus, posteroventral part",3
Left: AON1,"Anterior olfactory nucleus, layer 1",3
Right: AON1,"Anterior olfactory nucleus, layer 1",3
Left: AON2,"Anterior olfactory nucleus, layer 2",3
Right: AON2,"Anterior olfactory nucleus, layer 2",3
Left: TTd1-4,"Taenia tecta, dorsal part, layers 1-4",3
Right: TTd1-4,"Taenia tecta, dorsal part, layers 1-4",3
Left: TTd1,"Taenia tecta, dorsal part, layer 1",3
Right: TTd1,"Taenia tecta, dorsal part, layer 1",3
Left: TTd2,"Taenia tecta, dorsal part, layer 2",3
Right: TTd2,"Taenia tecta, dorsal part, layer 2",3
Left: TTd3,"Taenia tecta, dorsal part, layer 3",3
Right: TTd3,"Taenia tecta, dorsal part, layer 3",3
Left: TTd4,"Taenia tecta, dorsal part, layer 4",3
Right: TTd4,"Taenia tecta, dorsal part, layer 4",3
Left: TTv1-3,"Taenia tecta, ventral part, layers 1-3",3
Right: TTv1-3,"Taenia tecta, ventral part, layers 1-3",3
Left: TTv1,"Taenia tecta, ventral part, layer 1",3
Right: TTv1,"Taenia tecta, ventral part, layer 1",3
Left: TTv2,"Taenia tecta, ventral part, layer 2",3
Right: TTv2,"Taenia tecta, ventral part, layer 2",3
Left: TTv3,"Taenia tecta, ventral part, layer 3",3
Right: TTv3,"Taenia tecta, ventral part, layer 3",3
Left: DP1,"Dorsal peduncular area, layer 1",3
Right: DP1,"Dorsal peduncular area, layer 1",3
Left: DP2,"Dorsal peduncular area, layer 2",3
Right: DP2,"Dorsal peduncular area, layer 2",3
Left: DP2/3,"Dorsal peduncular area, layer 2/3",3
Right: DP2/3,"Dorsal peduncular area, layer 2/3",3
Left: DP5,"Dorsal peduncular area, layer 5",3
Right: DP5,"Dorsal peduncular area, layer 5",3
Left: DP6a,"Dorsal peduncular area, layer 6a",3
Right: DP6a,"Dorsal peduncular area, layer 6a",3
Left: PIR1-3,"Piriform area, layers 1-3",3
Right: PIR1-3,"Piriform area, layers 1-3",3
Left: PIR1,"Piriform area, molecular layer",3
Right: PIR1,"Piriform area, molecular layer",3
Left: PIR2,"Piriform area, pyramidal layer",3
Right: PIR2,"Piriform area, pyramidal layer",3
Left: PIR3,"Piriform area, polymorph layer",3
Right: PIR3,"Piriform area, polymorph layer",3
Left: NLOT1-3,"Nucleus of the lateral olfactory tract, layers 1-3",3
Right: NLOT1-3,"Nucleus of the lateral olfactory tract, layers 1-3",3
Left: NLOT1,"Nucleus of the lateral olfactory tract, molecular layer",3
Right: NLOT1,"Nucleus of the lateral olfactory tract, molecular layer",3
Left: NLOT2,"Nucleus of the lateral olfactory tract, pyramidal layer",3
Right: NLOT2,"Nucleus of the lateral olfactory tract, pyramidal layer",3
Left: NLOT3,"Nucleus of the lateral olfactory tract, layer 3",3
Right: NLOT3,"Nucleus of the lateral olfactory tract, layer 3",3
Left: COAa1,"Cortical amygdalar area, anterior part, layer 1",3
Right: COAa1,"Cortical amygdalar area, anterior part, layer 1",3
Left: COAa2,"Cortical amygdalar area, anterior part, layer 2",3
Right: COAa2,"Cortical amygdalar area, anterior part, layer 2",3
Left: COAa3,"Cortical amygdalar area, anterior part, layer 3",3
Right: COAa3,"Cortical amygdalar area, anterior part, layer 3",3
Left: COApl1-2,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",3
Right: COApl1-2,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",3
Left: COApl1-3,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3",3
Right: COApl1-3,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3",3
Left: COApl1,"Cortical amygdalar area, posterior part, lateral zone, layer 1",3
Right: COApl1,"Cortical amygdalar area, posterior part, lateral zone, layer 1",3
Left: COApl2,"Cortical amygdalar area, posterior part, lateral zone, layer 2",3
Right: COApl2,"Cortical amygdalar area, posterior part, lateral zone, layer 2",3
Left: COApl3,"Cortical amygdalar area, posterior part, lateral zone, layer 3",3
Right: COApl3,"Cortical amygdalar area, posterior part, lateral zone, layer 3",3
Left: COApm1-2,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",3
Right: COApm1-2,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",3
Left: COApm1-3,"Cortical amygdalar area, posterior part, medial zone, layers 1-3",3
Right: COApm1-3,"Cortical amygdalar area, posterior part, medial zone, layers 1-3",3
Left: COApm1,"Cortical amygdalar area, posterior part, medial zone, layer 1",3
Right: COApm1,"Cortical amygdalar area, posterior part, medial zone, layer 1",3
Left: COApm2,"Cortical amygdalar area, posterior part, medial zone, layer 2",3
Right: COApm2,"Cortical amygdalar area, posterior part, medial zone, layer 2",3
Left: COApm3,"Cortical amygdalar area, posterior part, medial zone, layer 3",3
Right: COApm3,"Cortical amygdalar area, posterior part, medial zone, layer 3",3
Left: PAA1-3,"Piriform-amygdalar area, layers 1-3",3
Right: PAA1-3,"Piriform-amygdalar area, layers 1-3",3
Left: PAA1,"Piriform-amygdalar area, molecular layer",3
Right: PAA1,"Piriform-amygdalar area, molecular layer",3
Left: PAA2,"Piriform-amygdalar area, pyramidal layer",3
Right: PAA2,"Piriform-amygdalar area, pyramidal layer",3
Left: PAA3,"Piriform-amygdalar area, polymorph layer",3
Right: PAA3,"Piriform-amygdalar area, polymorph layer",3
Left: TR1-3,"Postpiriform transition area, layers 1-3",3
Right: TR1-3,"Postpiriform transition area, layers 1-3",3
Left: TR1,"Postpiriform transition area, layers 1",3
Right: TR1,"Postpiriform transition area, layers 1",3
Left: TR2,"Postpiriform transition area, layers 2",3
Right: TR2,"Postpiriform transition area, layers 2",3
Left: TR3,"Postpiriform transition area, layers 3",3
Right: TR3,"Postpiriform transition area, layers 3",3
Left: CA1slm,"Field CA1, stratum lacunosum-moleculare",3
Right: CA1slm,"Field CA1, stratum lacunosum-moleculare",3
Left: CA1so,"Field CA1, stratum oriens",3
Right: CA1so,"Field CA1, stratum oriens",3
Left: CA1sp,"Field CA1, pyramidal layer",3
Right: CA1sp,"Field CA1, pyramidal layer",3
Left: CA1sr,"Field CA1, stratum radiatum",3
Right: CA1sr,"Field CA1, stratum radiatum",3
Left: CA2slm,"Field CA2, stratum lacunosum-moleculare",3
Right: CA2slm,"Field CA2, stratum lacunosum-moleculare",3
Left: CA2so,"Field CA2, stratum oriens",3
Right: CA2so,"Field CA2, stratum oriens",3
Left: CA2sp,"Field CA2, pyramidal layer",3
Right: CA2sp,"Field CA2, pyramidal layer",3
Left: CA2sr,"Field CA2, stratum radiatum",3
Right: CA2sr,"Field CA2, stratum radiatum",3
Left: CA3slm,"Field CA3, stratum lacunosum-moleculare",3
Right: CA3slm,"Field CA3, stratum lacunosum-moleculare",3
Left: CA3slu,"Field CA3, stratum lucidum",3
Right: CA3slu,"Field CA3, stratum lucidum",3
Left: CA3so,"Field CA3, stratum oriens",3
Right: CA3so,"Field CA3, stratum oriens",3
Left: CA3sp,"Field CA3, pyramidal layer",3
Right: CA3sp,"Field CA3, pyramidal layer",3
Left: CA3sr,"Field CA3, stratum radiatum",3
Right: CA3sr,"Field CA3, stratum radiatum",3
Left: DG-mo,"Dentate gyrus, molecular layer",3
Right: DG-mo,"Dentate gyrus, molecular layer",3
Left: DG-po,"Dentate gyrus, polymorph layer",3
Right: DG-po,"Dentate gyrus, polymorph layer",3
Left: DG-sg,"Dentate gyrus, granule cell layer",3
Right: DG-sg,"Dentate gyrus, granule cell layer",3
Left: DG-sgz,"Dentate gyrus, subgranular zone",3
Right: DG-sgz,"Dentate gyrus, subgranular zone",3
Left: DGcr-mo,"Dentate gyrus crest, molecular layer",3
Right: DGcr-mo,"Dentate gyrus crest, molecular layer",3
Left: DGcr-po,"Dentate gyrus crest, polymorph layer",3
Right: DGcr-po,"Dentate gyrus crest, polymorph layer",3
Left: DGcr-sg,"Dentate gyrus crest, granule cell layer",3
Right: DGcr-sg,"Dentate gyrus crest, granule cell layer",3
Left: DGlb-mo,"Dentate gyrus lateral blade, molecular layer",3
Right: DGlb-mo,"Dentate gyrus lateral blade, molecular layer",3
Left: DGlb-po,"Dentate gyrus lateral blade, polymorph layer",3
Right: DGlb-po,"Dentate gyrus lateral blade, polymorph layer",3
Left: DGlb-sg,"Dentate gyrus lateral blade, granule cell layer",3
Right: DGlb-sg,"Dentate gyrus lateral blade, granule cell layer",3
Left: DGmb-mo,"Dentate gyrus medial blade, molecular layer",3
Right: DGmb-mo,"Dentate gyrus medial blade, molecular layer",3
Left: DGmb-po,"Dentate gyrus medial blade, polymorph layer",3
Right: DGmb-po,"Dentate gyrus medial blade, polymorph layer",3
Left: DGmb-sg,"Dentate gyrus medial blade, granule cell layer",3
Right: DGmb-sg,"Dentate gyrus medial blade, granule cell layer",3
Left: FC,Fasciola cinerea,3
Right: FC,Fasciola cinerea,3
Left: IG,Induseum griseum,3
Right: IG,Induseum griseum,3
Left: ENTl1,"Entorhinal area, lateral part, layer 1",3
Right: ENTl1,"Entorhinal area, lateral part, layer 1",3
Left: ENTl2,"Entorhinal area, lateral part, layer 2",3
Right: ENTl2,"Entorhinal area, lateral part, layer 2",3
Left: ENTl2/3,"Entorhinal area, lateral part, layer 2/3",3
Right: ENTl2/3,"Entorhinal area, lateral part, layer 2/3",3
Left: ENTl2a,"Entorhinal area, lateral part, layer 2a",3
Right: ENTl2a,"Entorhinal area, lateral part, layer 2a",3
Left: ENTl2b,"Entorhinal area, lateral part, layer 2b",3
Right: ENTl2b,"Entorhinal area, lateral part, layer 2b",3
Left: ENTl3,"Entorhinal area, lateral part, layer 3",3
Right: ENTl3,"Entorhinal area, lateral part, layer 3",3
Left: ENTl4,"Entorhinal area, lateral part, layer 4",3
Right: ENTl4,"Entorhinal area, lateral part, layer 4",3
Left: ENTl4/5,"Entorhinal area, lateral part, layer 4/5",3
Right: ENTl4/5,"Entorhinal area, lateral part, layer 4/5",3
Left: ENTl5,"Entorhinal area, lateral part, layer 5",3
Right: ENTl5,"Entorhinal area, lateral part, layer 5",3
Left: ENTl5/6,"Entorhinal area, lateral part, layer 5/6",3
Right: ENTl5/6,"Entorhinal area, lateral part, layer 5/6",3
Left: ENTl6a,"Entorhinal area, lateral part, layer 6a",3
Right: ENTl6a,"Entorhinal area, lateral part, layer 6a",3
Left: ENTl6b,"Entorhinal area, lateral part, layer 6b",3
Right: ENTl6b,"Entorhinal area, lateral part, layer 6b",3
Left: ENTm1,"Entorhinal area, medial part, dorsal zone, layer 1",3
Right: ENTm1,"Entorhinal area, medial part, dorsal zone, layer 1",3
Left: ENTm2,"Entorhinal area, medial part, dorsal zone, layer 2",3
Right: ENTm2,"Entorhinal area, medial part, dorsal zone, layer 2",3
Left: ENTm2a,"Entorhinal area, medial part, dorsal zone, layer 2a",3
Right: ENTm2a,"Entorhinal area, medial part, dorsal zone, layer 2a",3
Left: ENTm2b,"Entorhinal area, medial part, dorsal zone, layer 2b",3
Right: ENTm2b,"Entorhinal area, medial part, dorsal zone, layer 2b",3
Left: ENTm3,"Entorhinal area, medial part, dorsal zone, layer 3",3
Right: ENTm3,"Entorhinal area, medial part, dorsal zone, layer 3",3
Left: ENTm4,"Entorhinal area, medial part, dorsal zone, layer 4",3
Right: ENTm4,"Entorhinal area, medial part, dorsal zone, layer 4",3
Left: ENTm5,"Entorhinal area, medial part, dorsal zone, layer 5",3
Right: ENTm5,"Entorhinal area, medial part, dorsal zone, layer 5",3
Left: ENTm5/6,"Entorhinal area, medial part, dorsal zone, layer 5/6",3
Right: ENTm5/6,"Entorhinal area, medial part, dorsal zone, layer 5/6",3
Left: ENTm6,"Entorhinal area, medial part, dorsal zone, layer 6",3
Right: ENTm6,"Entorhinal area, medial part, dorsal zone, layer 6",3
Left: ENTmv1,"Entorhinal area, medial part, ventral zone, layer 1",3
Right: ENTmv1,"Entorhinal area, medial part, ventral zone, layer 1",3
Left: ENTmv2,"Entorhinal area, medial part, ventral zone, layer 2",3
Right: ENTmv2,"Entorhinal area, medial part, ventral zone, layer 2",3
Left: ENTmv3,"Entorhinal area, medial part, ventral zone, layer 3",3
Right: ENTmv3,"Entorhinal area, medial part, ventral zone, layer 3",3
Left: ENTmv4,"Entorhinal area, medial part, ventral zone, layer 4",3
Right: ENTmv4,"Entorhinal area, medial part, ventral zone, layer 4",3
Left: ENTmv5/6,"Entorhinal area, medial part, ventral zone, layer 5/6",3
Right: ENTmv5/6,"Entorhinal area, medial part, ventral zone, layer 5/6",3
Left: PAR1,"Parasubiculum, layer 1",3
Right: PAR1,"Parasubiculum, layer 1",3
Left: PAR2,"Parasubiculum, layer 2",3
Right: PAR2,"Parasubiculum, layer 2",3
Left: PAR3,"Parasubiculum, layer 3",3
Right: PAR3,"Parasubiculum, layer 3",3
Left: POST1,"Postsubiculum, layer 1",3
Right: POST1,"Postsubiculum, layer 1",3
Left: POST2,"Postsubiculum, layer 2",3
Right: POST2,"Postsubiculum, layer 2",3
Left: POST3,"Postsubiculum, layer 3",3
Right: POST3,"Postsubiculum, layer 3",3
Left: PRE1,"Presubiculum, layer 1",3
Right: PRE1,"Presubiculum, layer 1",3
Left: PRE2,"Presubiculum, layer 2",3
Right: PRE2,"Presubiculum, layer 2",3
Left: PRE3,"Presubiculum, layer 3",3
Right: PRE3,"Presubiculum, layer 3",3
Left: SUBd-m,"Subiculum, dorsal part, molecular layer",3
Right: SUBd-m,"Subiculum, dorsal part, molecular layer",3
Left: SUBd-sp,"Subiculum, dorsal part, pyramidal layer",3
Right: SUBd-sp,"Subiculum, dorsal part, pyramidal layer",3
Left: SUBd-sr,"Subiculum, dorsal part, stratum radiatum",3
Right: SUBd-sr,"Subiculum, dorsal part, stratum radiatum",3
Left: SUBv-m,"Subiculum, ventral part, molecular layer",3
Right: SUBv-m,"Subiculum, ventral part, molecular layer",3
Left: SUBv-sp,"Subiculum, ventral part, pyramidal layer",3
Right: SUBv-sp,"Subiculum, ventral part, pyramidal layer",3
Left: SUBv-sr,"Subiculum, ventral part, stratum radiatum",3
Right: SUBv-sr,"Subiculum, ventral part, stratum radiatum",3
Left: ProSd-m,"Prosubiculum, dorsal part, molecular layer",3
Right: ProSd-m,"Prosubiculum, dorsal part, molecular layer",3
Left: ProSd-sp,"Prosubiculum, dorsal part, pyramidal layer",3
Right: ProSd-sp,"Prosubiculum, dorsal part, pyramidal layer",3
Left: ProSd-sr,"Prosubiculum, dorsal part, stratum radiatum",3
Right: ProSd-sr,"Prosubiculum, dorsal part, stratum radiatum",3
Left: ProSv-m,"Prosubiculum, ventral part, molecular layer",3
Right: ProSv-m,"Prosubiculum, ventral part, molecular layer",3
Left: ProSv-sp,"Prosubiculum, ventral part, pyramidal layer",3
Right: ProSv-sp,"Prosubiculum, ventral part, pyramidal layer",3
Left: Prosv-sr,"Prosubiculum, ventral part, stratum radiatum",3
Right: Prosv-sr,"Prosubiculum, ventral part, stratum radiatum",3
Left: HATA,Hippocampo-amygdalar transition area,3
Right: HATA,Hippocampo-amygdalar transition area,3
Left: APr,Area prostriata,3
Right: APr,Area prostriata,3
Left: 6b,"Layer 6b, isocortex",3
Right: 6b,"Layer 6b, isocortex",3
Left: CLA,Claustrum,3
Right: CLA,Claustrum,3
Left: EPd,"Endopiriform nucleus, dorsal part",3
Right: EPd,"Endopiriform nucleus, dorsal part",3
Left: EPv,"Endopiriform nucleus, ventral part",3
Right: EPv,"Endopiriform nucleus, ventral part",3
Left: LA,Lateral amygdalar nucleus,3
Right: LA,Lateral amygdalar nucleus,3
Left: BLAa,"Basolateral amygdalar nucleus, anterior part",3
Right: BLAa,"Basolateral amygdalar nucleus, anterior part",3
Left: BLAp,"Basolateral amygdalar nucleus, posterior part",3
Right: BLAp,"Basolateral amygdalar nucleus, posterior part",3
Left: BLAv,"Basolateral amygdalar nucleus, ventral part",3
Right: BLAv,"Basolateral amygdalar nucleus, ventral part",3
Left: BMAa,"Basomedial amygdalar nucleus, anterior part",3
Right: BMAa,"Basomedial amygdalar nucleus, anterior part",3
Left: BMAp,"Basomedial amygdalar nucleus, posterior part",3
Right: BMAp,"Basomedial amygdalar nucleus, posterior part",3
Left: PA,Posterior amygdalar nucleus,3
Right: PA,Posterior amygdalar nucleus,3
Left: CP,Caudoputamen,3
Right: CP,Caudoputamen,3
Left: ACB,Nucleus accumbens,3
Right: ACB,Nucleus accumbens,3
Left: FS,Fundus of striatum,3
Right: FS,Fundus of striatum,3
Left: isl,Islands of Calleja,3
Right: isl,Islands of Calleja,3
Left: islm,Major island of Calleja,3
Right: islm,Major island of Calleja,3
Left: OT1-3,"Olfactory tubercle, layers 1-3",3
Right: OT1-3,"Olfactory tubercle, layers 1-3",3
Left: OT1,"Olfactory tubercle, molecular layer",3
Right: OT1,"Olfactory tubercle, molecular layer",3
Left: OT2,"Olfactory tubercle, pyramidal layer",3
Right: OT2,"Olfactory tubercle, pyramidal layer",3
Left: OT3,"Olfactory tubercle, polymorph layer",3
Right: OT3,"Olfactory tubercle, polymorph layer",3
Left: LSS,Lateral strip of striatum,3
Right: LSS,Lateral strip of striatum,3
Left: LSc,"Lateral septal nucleus, caudal (caudodorsal) part",3
Right: LSc,"Lateral septal nucleus, caudal (caudodorsal) part",3
Left: LSr,"Lateral septal nucleus, rostral (rostroventral) part",3
Right: LSr,"Lateral septal nucleus, rostral (rostroventral) part",3
Left: LSv,"Lateral septal nucleus, ventral part",3
Right: LSv,"Lateral septal nucleus, ventral part",3
Left: SF,Septofimbrial nucleus,3
Right: SF,Septofimbrial nucleus,3
Left: SH,Septohippocampal nucleus,3
Right: SH,Septohippocampal nucleus,3
Left: AAA,Anterior amygdalar area,3
Right: AAA,Anterior amygdalar area,3
Left: BA,Bed nucleus of the accessory olfactory tract,3
Right: BA,Bed nucleus of the accessory olfactory tract,3
Left: CEAc,"Central amygdalar nucleus, capsular part",3
Right: CEAc,"Central amygdalar nucleus, capsular part",3
Left: CEAl,"Central amygdalar nucleus, lateral part",3
Right: CEAl,"Central amygdalar nucleus, lateral part",3
